# The following table is formatted as tab separated values. 
#GeneId	GeneName	BioType	Bases affected (DOWNSTREAM)	Total score (DOWNSTREAM)	Length (DOWNSTREAM)	Bases affected (EXON)	Total score (EXON)	Length (EXON)	Bases affected (GENE)	Total score (GENE)	Length (GENE)	Bases affected (INTRON)	Total score (INTRON)	Length (INTRON)	Bases affected (NONE)	Total score (NONE)	Length (NONE)	Bases affected (SPLICE_SITE_ACCEPTOR)	Total score (SPLICE_SITE_ACCEPTOR)	Length (SPLICE_SITE_ACCEPTOR)	Bases affected (SPLICE_SITE_DONOR)	Total score (SPLICE_SITE_DONOR)	Length (SPLICE_SITE_DONOR)	Bases affected (UPSTREAM)	Total score (UPSTREAM)	Length (UPSTREAM)	Bases affected (UTR_3_PRIME)	Total score (UTR_3_PRIME)	Length (UTR_3_PRIME)	Bases affected (UTR_5_PRIME)	Total score (UTR_5_PRIME)	Length (UTR_5_PRIME)	Count (DOWNSTREAM)	Count (EXON)	Count (INTRAGENIC)	Count (INTRON)	Count (SPLICE_SITE_ACCEPTOR)	Count (SPLICE_SITE_DONOR)	Count (UPSTREAM)	Count (UTR_3_PRIME)	Count (UTR_5_PRIME)
ENSG00000201923	5S_rRNA	mRNA	0	0	5000	0	0	119	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202150	U6	mRNA	1657	82.15	5000	0	0	104	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	2278	130.73	5000	0	0	0	0	0	0	1657	0	0	0	0	0	2278	0	0
ENSG00000202186	U6	mRNA	0	0	5000	0	0	104	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	3059	838.85	5000	0	0	0	0	0	0	0	0	0	0	0	0	3059	0	0
ENSG00000202255	Y_RNA	mRNA	0	0	5000	0	0	112	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202260	7SK	mRNA	0	0	5000	0	0	305	0	0	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000202380	U1	mRNA	61	59.33	5000	0	0	158	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0
ENSG00000202414	Y_RNA	mRNA	0	0	5000	0	0	101	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203266	RP11-560A15.3	mRNA	0	0	5000	0	0	770	0	0	7178	0	0	6408	0	0	0	0	0	4	0	0	4	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203346	AL162458.1	mRNA	122	267.57	5000	0	0	117	0	0	121	0	0	4	0	0	0	0	0	2	0	0	2	5000	438.16	5000	0	0	0	0	0	0	122	0	0	0	0	0	5000	0	0
ENSG00000203630	AL136531.1	mRNA	1669	91.16	5000	0	0	1328	0	0	1328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	707	0	0	225	1669	0	0	0	0	0	0	0	0
ENSG00000203880	PCMTD2	mRNA	4236	1315.23	10005	3005	1315.23	4753	9691	1577.87	39808	2445	1577.87	35055	0	0	0	2	1315.23	16	0	0	14	1985	163.86	10073	2625	1315.23	3290	0	0	200	4236	3005	0	2445	2	0	1985	2625	0
ENSG00000203883	SOX18	mRNA	114	302.3	5000	0	0	1723	0	0	1919	0	0	196	0	0	0	0	0	2	0	0	2	0	0	5000	0	0	443	0	0	125	114	0	0	0	0	0	0	0	0
ENSG00000203896	LIME1	mRNA	2018	301.32	5971	0	0	2653	0	0	3642	0	0	989	0	0	0	0	0	16	0	0	16	0	0	7743	0	0	203	0	0	201	2018	0	0	0	0	0	0	0	0
ENSG00000203900	RP11-261N11.8	mRNA	0	0	5005	0	0	3410	0	0	11190	0	0	7780	0	0	0	0	0	12	0	0	10	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203905	AL121673.1	mRNA	0	0	5000	0	0	3253	0	0	75534	0	0	72281	0	0	0	0	0	6	0	0	6	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203951	AL078633.1	mRNA	3082	463.94	5000	0	0	3210	0	0	4378	0	0	1168	0	0	0	0	0	6	0	0	6	0	0	5000	0	0	1699	0	0	875	3082	0	0	0	0	0	0	0	0
ENSG00000203971	RP13-379L11.2	mRNA	0	0	5000	0	0	1854	0	0	2535	0	0	681	0	0	0	0	0	2	0	0	2	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203999	RP11-290F20.1	mRNA	463	1243.29	7908	844	792.89	3014	15174	1688.54	22203	10709	1688.54	19189	0	0	0	4	792.89	8	4	792.89	10	7174	1688.54	10000	0	0	0	0	0	0	463	844	0	10709	4	4	7174	0	0
ENSG00000204044	RP11-465L10.10	mRNA	5000	438.16	10000	0	0	2242	0	0	8572	0	0	6330	0	0	0	0	0	6	2	267.57	4	1938	267.57	5346	0	0	0	0	0	0	5000	0	0	0	0	2	1938	0	0
ENSG00000204070	SYS1	mRNA	0	0	13347	741	2720.71	6117	7199	2720.71	14862	5555	2720.71	8745	0	0	0	4	371.08	14	4	1983.71	8	5069	1983.71	8282	482	737	4973	96	1983.71	510	0	741	0	5555	4	4	5069	482	96
ENSG00000204103	MAFB	mRNA	5000	1121.97	6119	305	1121.97	3393	305	1121.97	3393	0	0	0	0	0	0	0	0	2	0	0	2	3287	266.84	5382	305	1121.97	2031	0	0	390	5000	305	0	0	0	0	3287	305	0
ENSG00000204117	RP4-640H8.2	mRNA	0	0	5000	0	0	2112	1453	69.69	6325	1453	69.69	4213	0	0	0	0	0	6	0	0	6	0	0	5000	0	0	0	0	0	0	0	0	0	1453	0	0	0	0	0
ENSG00000204183	GDF5OS	mRNA	0	0	5000	0	0	1734	0	0	2422	0	0	688	0	0	0	0	0	2	0	0	2	1601	359.43	5000	0	0	539	0	0	442	0	0	0	0	0	0	1601	0	0
ENSG00000204393	RP11-410N8.4	mRNA	1791	183.11	5124	184	1486.8	846	7924	1486.8	21415	1997	1486.8	20569	0	0	0	2	1486.8	4	2	1486.8	4	2121	1486.8	10000	0	0	191	154	1486.8	232	1791	184	0	1997	2	2	2121	0	154
ENSG00000204547	DEFB122	mRNA	0	0	5003	0	0	557	0	0	7745	0	0	7188	0	0	0	0	0	4	0	0	6	0	0	10000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204548	DEFB121	mRNA	0	0	5024	0	0	630	0	0	7994	0	0	7364	0	0	0	0	0	2	0	0	4	0	0	10000	0	0	44	0	0	114	0	0	0	0	0	0	0	0	0
ENSG00000204555	RP4-610C12.2	mRNA	0	0	5000	0	0	179	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204556	CTD-2514C3.1	mRNA	0	0	5000	0	0	353	0	0	1853	0	0	1500	0	0	0	0	0	6	0	0	6	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204658	RP11-218C14.2	mRNA	0	0	5000	0	0	320	0	0	2866	0	0	2546	0	0	0	0	0	4	0	0	4	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204662	CST9LP1	mRNA	0	0	5000	0	0	444	0	0	2889	0	0	2445	0	0	0	0	0	4	0	0	4	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204663	RP11-218C14.6	mRNA	1956	526.04	5261	345	526.04	1157	6501	819.15	22873	6156	819.15	21716	0	0	0	2	526.04	8	0	0	6	2613	175.84	6730	0	0	0	0	0	0	1956	345	0	6156	2	0	2613	0	0
ENSG00000204684	RP5-1004I9.1	mRNA	0	0	5000	0	0	1666	0	0	20293	0	0	18627	0	0	0	0	0	6	0	0	6	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205181	RP5-1022P6.6	mRNA	0	0	6199	0	0	1985	0	0	4291	0	0	2306	0	0	0	0	0	2	0	0	4	0	0	6823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205300	RP11-352D3.2	mRNA	4465	456.49	5000	542	343.04	686	1744	343.04	5014	1202	343.04	4328	0	0	0	2	284.77	4	2	58.27	4	529	58.27	5000	123	284.77	127	217	58.27	217	4465	542	0	1202	2	2	529	123	217
ENSG00000205611	RP4-610C12.4	mRNA	0	0	5000	0	0	3328	888	104.32	7632	888	104.32	4304	0	0	0	0	0	2	0	0	2	0	0	5000	0	0	0	0	0	0	0	0	0	888	0	0	0	0	0
ENSG00000206249	CTD-2308N23.2	mRNA	572	147.59	5000	0	0	806	0	0	38206	0	0	37400	0	0	0	2	589.82	4	0	0	4	0	0	5000	0	0	0	0	0	0	572	0	0	0	2	0	0	0	0
ENSG00000206582	Y_RNA	mRNA	1376	188.15	5000	0	0	97	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	205	188.15	5000	0	0	0	0	0	0	1376	0	0	0	0	0	205	0	0
ENSG00000206710	U6	mRNA	655	141.84	5000	0	0	107	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	2173	429.02	5000	0	0	0	0	0	0	655	0	0	0	0	0	2173	0	0
ENSG00000206794	SNORD56	mRNA	0	0	5000	0	0	71	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000206797	Y_RNA	mRNA	1378	172.33	5000	0	0	100	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	1378	0	0	0	0	0	0	0	0
ENSG00000206801	U6	mRNA	0	0	5000	0	0	107	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	2357	191.91	5000	0	0	0	0	0	0	0	0	0	0	0	0	2357	0	0
ENSG00000206959	Y_RNA	mRNA	1516	125.52	5000	0	0	111	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	1516	0	0	0	0	0	0	0	0
ENSG00000206998	Y_RNA	mRNA	0	0	5000	0	0	102	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	64	105.08	5000	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0
ENSG00000207053	U6	mRNA	0	0	5000	0	0	106	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207158	U6	mRNA	2194	204	5000	0	0	107	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	3857	623.3	5000	0	0	0	0	0	0	2194	0	0	0	0	0	3857	0	0
ENSG00000207262	SNORD57	mRNA	0	0	5000	0	0	72	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207282	Y_RNA	mRNA	0	0	5000	0	0	113	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207305	Y_RNA	mRNA	0	0	5000	0	0	108	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207355	U6	mRNA	304	101.71	5000	0	0	110	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	1011	101.71	5000	0	0	0	0	0	0	304	0	0	0	0	0	1011	0	0
ENSG00000207380	Y_RNA	mRNA	0	0	5000	0	0	113	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207427	SNORA51	mRNA	0	0	5000	0	0	132	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207554	MIR647	mRNA	0	0	5000	0	0	96	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207598	MIR124-3	mRNA	2079	186.57	5000	0	0	87	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	2079	0	0	0	0	0	0	0	0
ENSG00000207635	MIR499	mRNA	0	0	5000	0	0	122	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207764	MIR133A2	mRNA	0	0	5000	0	0	102	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207802	MIR646	mRNA	0	0	5000	0	0	94	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207950	MIR296	mRNA	0	0	5000	0	0	80	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000207985	MIR663	mRNA	399	61.68	5000	93	61.68	93	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	1423	201.76	5000	0	0	0	0	0	0	399	93	0	0	0	0	1423	0	0
ENSG00000207997	MIR644	mRNA	180	319.08	5000	0	0	94	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0
ENSG00000208018	MIR645	mRNA	0	0	5000	0	0	94	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000209042	SNORD12C	mRNA	4872	624.91	5000	0	0	89	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	4872	0	0	0	0	0	0	0	0
ENSG00000211534	AL121588.1	mRNA	0	0	5000	0	0	76	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211588	AL023913.1	mRNA	0	0	5000	0	0	143	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212084	AL121914.1	mRNA	0	0	5000	0	0	92	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212111	AL121584.1	mRNA	0	0	5000	0	0	89	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212134	SNORA40	mRNA	0	0	5000	0	0	128	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212165	U3	mRNA	0	0	5000	0	0	202	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212224	SNORA26	mRNA	0	0	5000	0	0	122	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212232	SNORD17	mRNA	3723	229.71	5000	109	262.02	237	0	0	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	3723	109	0	0	0	0	0	0	0
ENSG00000212247	U6	mRNA	0	0	5000	0	0	109	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212304	SNORD12	mRNA	0	0	5000	0	0	90	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212498	SNORD86	mRNA	0	0	5000	0	0	86	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212517	SNORA26	mRNA	1943	89.52	5000	0	0	123	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	1943	0	0	0	0	0	0	0	0
ENSG00000212536	5S_rRNA	mRNA	0	0	5000	0	0	90	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212555	U6	mRNA	0	0	5000	0	0	100	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212571	5S_rRNA	mRNA	4847	858.04	5000	0	0	118	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	4847	0	0	0	0	0	0	0	0
ENSG00000212717	DEFB117	mRNA	0	0	5000	0	0	129	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213384	EIF4E2P1	mRNA	0	0	5000	0	0	255	0	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213714	C20orf107	mRNA	1895	228.14	5000	0	0	694	0	0	3275	0	0	2581	0	0	0	0	0	2	0	0	2	0	0	5000	0	0	82	0	0	96	1895	0	0	0	0	0	0	0	0
ENSG00000213742	RP4-694B14.5	mRNA	0	0	12730	109	169.61	5308	1991	169.61	54030	1991	169.61	48722	0	0	0	0	0	16	2	169.61	18	3564	366.42	10188	0	0	0	0	0	0	0	109	0	1991	0	2	3564	0	0
ENSG00000213820	RPL13P2	mRNA	166	64.45	5000	659	64.45	659	659	64.45	659	0	0	0	0	0	0	0	0	0	0	0	0	322	64.45	5000	0	0	0	0	0	0	166	659	0	0	0	0	322	0	0
ENSG00000213882	AL353132.1	mRNA	0	0	5000	0	0	399	0	0	399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213950	RPS10P2	mRNA	0	0	5000	0	0	494	0	0	494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213959	RP5-1100H13.3	mRNA	0	0	5000	0	0	564	0	0	564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213979	RPL7AP14	mRNA	0	0	5000	0	0	802	0	0	802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214078	CPNE1	mRNA	2098	395.47	16595	308	1704.66	3608	23065	2332.87	38926	20091	2183.13	35318	0	0	0	2	395.47	42	4	490.18	46	9418	2129.05	21210	90	395.47	807	228	1704.66	762	2098	308	0	20091	2	4	9418	90	228
ENSG00000214185	XPOTP1	mRNA	0	0	5000	509	143.92	2398	509	143.92	2398	0	0	0	0	0	0	0	0	0	0	0	0	2765	728.95	5000	0	0	0	0	0	0	0	509	0	0	0	0	2765	0	0
ENSG00000214200	TPM3P2	mRNA	1848	136.72	5000	0	0	723	0	0	1014	0	0	291	0	0	0	0	0	2	0	0	2	1438	213.32	5000	0	0	0	0	0	0	1848	0	0	0	0	0	1438	0	0
ENSG00000214245	HDHD1P3	mRNA	0	0	5000	0	0	636	0	0	636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214535	RPS15AP1	mRNA	743	306.17	5000	391	306.17	391	0	0	391	0	0	0	0	0	0	0	0	0	0	0	0	51	174.01	5000	0	0	0	0	0	0	743	391	0	0	0	0	51	0	0
ENSG00000214541	AL137162.1	mRNA	0	0	5000	0	0	413	0	0	413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214612	RPS19P1	mRNA	0	0	5000	0	0	434	0	0	434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000214835	RPL23AP6	mRNA	0	0	5000	0	0	472	0	0	472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215063	RPL21P2	mRNA	2036	561.79	5000	481	473.44	481	481	473.44	481	0	0	0	0	0	0	0	0	0	0	0	0	4536	473.44	5000	0	0	0	0	0	0	2036	481	0	0	0	0	4536	0	0
ENSG00000215251	FASTKD5	mRNA	0	0	5000	0	0	2874	0	0	13379	0	0	10505	0	0	0	0	0	2	0	0	2	0	0	5000	0	0	257	0	0	322	0	0	0	0	0	0	0	0	0
ENSG00000215305	VPS16	mRNA	0	0	9639	0	0	3364	797	50.23	26030	797	50.23	22666	0	0	0	0	0	48	0	0	49	0	0	15001	0	0	158	0	0	288	0	0	0	797	0	0	0	0	0
ENSG00000215388	ACTG1P3	mRNA	0	0	5000	0	0	1114	0	0	1114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215397	SCRT2	mRNA	2134	106.57	5000	0	0	3579	0	0	14586	0	0	11007	0	0	0	0	0	2	0	0	2	0	0	5000	0	0	2075	0	0	580	2134	0	0	0	0	0	0	0	0
ENSG00000215440	NPEPL1	mRNA	0	0	10658	0	0	7641	0	0	30108	0	0	22467	0	0	0	2	252.52	30	2	252.52	34	3668	695.53	19833	0	0	876	46	695.53	421	0	0	0	0	2	2	3668	0	46
ENSG00000215444	RP5-827A12.2	mRNA	1697	81.38	5000	0	0	459	0	0	535	0	0	76	0	0	0	0	0	2	0	0	2	0	0	5000	0	0	0	0	0	0	1697	0	0	0	0	0	0	0	0
ENSG00000215448	SRMP1	mRNA	0	0	5000	0	0	885	0	0	885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215450	RP5-890O15.3	mRNA	0	0	5000	0	0	863	0	0	863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215452	RP5-981L23.1	mRNA	2131	377.44	10000	0	0	3030	0	0	45049	0	0	42019	0	0	0	0	0	6	0	0	6	0	0	7191	0	0	0	0	0	0	2131	0	0	0	0	0	0	0	0
ENSG00000215467	RPL27AP	mRNA	1601	368.09	5000	0	0	435	0	0	769	0	0	334	0	0	0	0	0	2	0	0	2	0	0	5000	0	0	0	0	0	0	1601	0	0	0	0	0	0	0	0
ENSG00000215529	EFCAB8	mRNA	2855	523.67	28203	0	0	3145	9375	1276.93	102207	5364	740.85	65777	4011	536.08	0	0	0	42	0	0	40	536	688.75	30000	0	0	0	0	0	3	2855	0	4011	5364	0	0	536	0	0
ENSG00000215545	DEFB116	mRNA	0	0	5000	0	0	309	0	0	5374	0	0	5065	0	0	0	0	0	2	0	0	2	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215546	DKKL1P1	mRNA	0	0	5000	0	0	698	0	0	698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215547	DEFB115	mRNA	0	0	5000	0	0	267	0	0	1969	0	0	1702	0	0	0	0	0	2	0	0	2	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215553	KRT18P3	mRNA	1177	71.78	5000	0	0	1288	0	0	1288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	1177	0	0	0	0	0	0	0	0
ENSG00000215586	RP5-836E8.1	mRNA	0	0	5000	0	0	525	0	0	525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215589	RP5-967N21.2	mRNA	0	0	5000	0	0	1252	0	0	1252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215595	C20orf202	mRNA	0	0	5000	0	0	1604	0	0	4821	0	0	3217	0	0	0	0	0	2	0	0	2	0	0	5000	0	0	1172	0	0	63	0	0	0	0	0	0	0	0	0
ENSG00000215926	MIR941-3	mRNA	0	0	5000	0	0	91	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000215946	MIR941-1	mRNA	0	0	5000	0	0	91	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216017	AL139429.1	mRNA	0	0	5000	0	0	91	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216031	MIR298	mRNA	0	0	5000	0	0	88	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216132	AL118506.1	mRNA	0	0	5000	0	0	91	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216141	hsa-mir-941-4	mRNA	0	0	5000	0	0	91	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000216164	AL118506.2	mRNA	0	0	5000	0	0	91	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	2025	930.4	5000	0	0	0	0	0	0	0	0	0	0	0	0	2025	0	0
ENSG00000216195	MIR941-2	mRNA	0	0	5000	0	0	91	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000217809	FAT1P1	mRNA	0	0	5000	0	0	507	0	0	507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000218018	RP4-800J21.3	mRNA	0	0	5000	784	526.43	1540	2939	890.07	8903	2155	890.07	7363	0	0	0	0	0	2	0	0	2	0	0	5000	0	0	0	0	0	0	0	784	0	2155	0	0	0	0	0
ENSG00000218902	PTMAP3	mRNA	0	0	5000	0	0	330	0	0	330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000219608	RP5-901O8.3	mRNA	0	0	5000	0	0	258	0	0	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000220540	RP1-298M8.1	mRNA	0	0	5000	0	0	211	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221007	AL354984.1	mRNA	0	0	5000	0	0	152	0	0	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000221046	U6atac	mRNA	0	0	5000	0	0	126	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
